ai_register_id,name_ai_system_en,name_ai_system_fr,government_organization,description_ai_system_en,description_ai_system_fr,ai_system_primary_users_en,ai_system_primary_users_fr,developed_by_en,developed_by_fr,vendor_information,ai_system_status_en,ai_system_status_fr,status_date,ai_system_capabilities_en,ai_system_capabilities_fr,data_sources_en,data_sources_fr,involves_personal_information,personal_information_banks_en,personal_information_banks_fr,notification_ai,ai_system_results_en,ai_system_results_fr
2526-PSC-CFP-004,DeepL Pro Translation,Traduction DeepL Pro,Public Service Commission of Canada / Commission de la fonction publique du Canada,"DeepL Pro is a paid offering by specialized vendor DeepL that provides advanced translation capabilities to its users.  As of mid-2025, 25 licenses have been procured and distributed to translation specialists and administrative personnel across the department to speed up the generation of first translation drafts.  The intent is to help the department make better use of its translation budget by generating a first draft that is then reviewed for style, accuracy and departmental-specific details by human specialists, making translation faster and easier.","DeepL Pro est une offre payante du fournisseur spécialisé DeepL qui offre des capacités de traduction avancées à ses utilisateurs.  Au milieu de l'année 2025, 25 licences avaient été achetées et distribuées aux spécialistes de la traduction et au personnel administratif dans l'ensemble du Ministère afin d'accélérer la génération des premières ébauches de traduction.  L'objectif est d'aider le Ministère à mieux utiliser son budget de traduction en générant une première ébauche qui est ensuite examinée par des spécialistes humains pour en vérifier le style, l'exactitude et les détails propres au Ministère, ce qui rendra la traduction plus rapide et plus facile.",GC employees,Employés du GC,Vendor,Fournisseur,DeepL,In production,En production,2025,"DeepL Pro provides professional-grade translation assistance to PSC employees tasked with text translation.  DeepL Pro is used as a first-line tool, with its output reviewed by human translators.","DeepL Pro fournit une aide à la traduction de qualité professionnelle aux employés de la CFP chargés de la traduction de textes.  DeepL Pro est utilisé comme un outil de première ligne, et ses résultats sont examinés par des traducteurs humains.",Internal documents,Documents internes,N,,,Y,"Provide translation assistance so that first translation drafts are automated, allowing human specialists to review and enhance the result so that overall translation time and effort are lessened.","Fournir une aide à la traduction afin que les premières ébauches de traduction soient automatisées, ce qui permet à des spécialistes humains de réviser et d'améliorer le résultat afin de réduire le temps et les efforts globaux de traduction."
2526-PSPC-SPAC-001,ATIPXpress AI Functionality,Fonctionnalité d'IA d'ATIPXpress,Public Services and Procurement Canada / Services publics et Approvisionnement Canada,"Leverage AI capabilities built-in to PSPC's new ATIPXpress application. The AI assistant features natural language processing, custom and automated pattern reactions, and history-based intelligent redaction suggestions to improve accuracy and efficiency in the redaction process.","Tirer parti des capacités d'IA intégrées à la nouvelle application ATIPXpress de SPAC. L'assistant d'IA est doté d'un traitement automatique du langage naturel, de réactions personnalisées et automatisées aux modèles, ainsi que de suggestions de rédaction intelligentes basées sur l'historique pour améliorer la précision et l'efficacité du processus de rédaction.",GC employees,Employés du GC,Other,Autre,Opexus/Casepoint,In development,En cours de développement,2025,"Natural language processing, custom and automated pattern reactions, and history-based intelligent redaction suggestions","Traitement automatique du langage naturel, réactions de modèles personnalisés et automatisés, et suggestions de rédaction intelligentes basées sur l'historique",GCdocs; ATIP submissions and historical documentation; ATIP database,GCdocs; Présentations à l'AIPRP et documentation historique; Base de données de l'AIPRP,Y,,,,Streamlined redaction proposals; faster turnaround service time; improved consistency and quality of ATIP responses.,Rationalisation des propositions de rédaction; un délai d'exécution plus rapide; Amélioration de la cohérence et de la qualité des réponses à l'AIPRP.
2526-PSPC-SPAC-002,Copyright Media Clearance Program (CMCP),Programme d'autorisation pour les médias protégés par les droits d'auteur (PAMPDA),Public Services and Procurement Canada / Services publics et Approvisionnement Canada,"As the GC’s technical authority for media monitoring licences, CMCP is piloting the use of AI in media monitoring. In partnership with NewsDesk and the National Research Council’s AI Accelerator, the initiative aims to develop and evaluate an AI‑driven top‑story identification process as part of its initial pilot.","En tant qu'autorité technique du GC pour les licences de suivi des médias, le PAMPDA met à l'essai l'utilisation de l'IA dans le suivi des médias. En partenariat avec NewsDesk et l'accélérateur d'IA du Conseil national de recherches du Canada, l'initiative vise à élaborer et à évaluer un processus d'identification des histoires principales axé sur l'IA dans le cadre de son projet pilote initial.",GC employees,Employés du GC,Other,Autre,NewsDesk,In development,En cours de développement,2025,Automated story ranking; topic detection; news summarization; prioritization of media content for analysts.,Classement automatisé des histoires; détection de sujets; résumé de l'actualité; Établissement de l'ordre de priorité du contenu médiatique pour les analystes.,Licensed media monitoring feeds provided via NewsDesk; metadata and textual content of news articles.,Fils de suivi des médias sous licence fournis par InfoMédia; métadonnées et contenu textuel des articles de presse.,N,,,,Faster identification of relevant top stories; improved efficiency in media monitoring; support for evidence‑based reporting.,Identification plus rapide des nouvelles pertinentes; l'amélioration de l'efficacité du suivi des médias; Soutien à la production de rapports fondés sur des données probantes.
2526-PSPC-SPAC-003,GCtranslate,Gctraduction,Public Services and Procurement Canada / Services publics et Approvisionnement Canada,"GCtranslate is a secure (Protected B), enterprise-grade AI translation tool that enables rapid English-French translation of text and documents. It enhances translation efficiency, safeguards linguistic data, and helps meet the Government of Canada’s growing demand for timely bilingual content by reducing turnaround times for non-official publication needs. Developed in part by PSPC.","GCtraduction est un outil de traduction sécurisé (Protégé B) conçu pour l'entreprise qui permet une traduction rapide de textes et de documents de l'anglais au français. Il améliore l'efficacité de la traduction, protège les données linguistiques et aide à répondre à la demande croissante du gouvernement du Canada pour un contenu bilingue en temps opportun en réduisant les délais d'exécution pour les besoins de publications non officielles. Élaboré en partie par SPAC.",GC employees,Employés du GC,Vendor,Fournisseur,Microsoft Azure,In production ,En production ,2025,Neural machine translation; glossary/terminology support; file translation; REST API; usage analytics; role-based access.,Traduction automatique neuronale; soutien au lexique et à la terminologie; traduction de fichiers; interface de protocole d'application REST; l'analyse de l'utilisation; un accès en fonction du rôle;.,Input text/files provided by GC users and GC applications via API. Training data is provided by vendor’s pre-trained models; no PSPC-provided training corpora at this time.,Saisir les textes/fichiers fournis par les utilisateurs du GC et les applications du GC au moyen de l'interface de protocole d'application. Les données d'entraînement sont fournies par les modèles pré-entraînés du fournisseur; aucun corpus de formation fourni par SPAC pour le moment.,N,,,Y,Faster drafting and sense-making; reduced turnaround time; consistent EN/FR availability for internal use; supports GC-wide bilingual operations.,Rédaction et création de sens plus rapides; réduction des délais d'exécution; disponibilité uniforme des versions EN et FR pour usage interne; appuie les opérations bilingues à l'échelle du GC.
2526-PSPC-SPAC-004,Defence Procurement – Intelligent Document Processing (IDP) (Pilot),Approvisionnement en matière de défense – Traitement intelligent des documents (projet pilote),Public Services and Procurement Canada / Services publics et Approvisionnement Canada,"Automates extraction, classification, and validation of data from procurement documents (e.g., RFPs, bids, contracts, SOWs) to accelerate analysis and intake. Objective: reduce manual data entry, improve accuracy, and speed compliance checking. Developed in part by PSPC. ","Automatise l'extraction, la classification et la validation des données des documents d'approvisionnement (p. ex. demandes de propositions, soumissions, contrats, énoncés des travaux) afin d'accélérer l'analyse et la réception. Objectif : réduire la saisie manuelle des données, améliorer la précision et accélérer la vérification de la conformité. Élaboré en partie par SPAC. ",GC employees,Employés du GC,Vendor,Fournisseur,Microsoft ,In development,En cours de développement,2025,Document classification; OCR; entity extraction; validation against schemas/rules; workflow integration; dashboards.,la classification des documents; Reconnaissance optique de caractères; extraction d'entités; la validation par rapport aux schémas et aux règles; l'intégration du flux de travail; Tableaux de bord.,Procurement documents uploaded by authorized users (PDF/Word/Excel); reference taxonomies; contract metadata from line‑of‑business systems.,Documents d'approvisionnement téléchargés par les utilisateurs autorisés (PDF/Word/Excel); taxonomies de référence; métadonnées contractuelles provenant des systèmes des secteurs d'activité.,N,,,Y,Lower processing time per file; improved data quality; faster intake and analysis for procurement workflows.,Réduction du temps de traitement par dossier; Amélioration de la qualité des données; Réception et analyse plus rapides pour les flux de travail de l'approvisionnement.
2526-PSPC-SPAC-005,Geospatial reporting (SciMap),Rapports géospatiaux (SciMap),Public Services and Procurement Canada / Services publics et Approvisionnement Canada,"SciMap is a geospatial reporting tool built on Power BI and hosted on Laboratories Canada SharePoint. AI (Gemini model) is used for data cleaning and comparison. The tool tracks research facilities, scientists, and publications across Canada, supporting partnership brokering and investment decision‑making. Multiple AI use cases are being explored, including report generation, chatbot interfaces, and decision support. Developed in part by PSPC.","SciMap est un outil de production de rapports géospatiaux fondé sur Power BI et hébergé sur SharePoint de Laboratoires Canada. L'IA (modèle Gemini) est utilisée pour le nettoyage et la comparaison des données. L'outil permet de suivre les installations de recherche, les scientifiques et les publications à travers le Canada, ce qui soutient le courtage en partenariat et la prise de décisions en matière d'investissement. De multiples cas d'utilisation de l'IA sont à l'étude, notamment la génération de rapports, les interfaces de robot conversationnel et l'aide à la décision. Élaboré en partie par SPAC.",GC employees,Employés du GC,Vendor,Fournisseur,Microsoft ,In development ,En cours de développement,2025,Data cleaning; dataset comparison; geospatial visualization; reporting; chatbot support; decision‑making assistance.,Nettoyage des données; la comparaison des ensembles de données; visualisation géospatiale; Établissement de rapports; la prise en charge des robots conversationnels; aide à la prise de décisions.,"Research facility datasets, publication metadata, scientist registries; GC and open data sources.","Les ensembles de données des installations de recherche, les métadonnées de publication, les registres des scientifiques; Le GC et les sources de données ouvertes.",Y,,,Y,Improved visibility of research ecosystem; faster reporting; stronger partnership opportunities; evidence‑based investment decisions.,Visibilité accrue de l'écosystème de recherche; l'établissement de rapports plus rapides; des possibilités de partenariat plus solides; décisions d'investissement fondées sur des données probantes.
2526-PSPC-SPAC-006,MAX – IT Service Desk Chatbot,MAX – Robot conversationnel du bureau de service informatique,Public Services and Procurement Canada / Services publics et Approvisionnement Canada,"Conversational assistant for IT support on common requests (password resets, software requests, how‑to guidance). Objective: deflect Tier‑0/Tier‑1 tickets, provide 24/7 self‑serve support, and improve time‑to‑resolution. Developed in part by PSPC.","Assistant conversationnel pour le soutien informatique sur les demandes courantes (réinitialisation de mot de passe, demandes de logiciels, conseils pratiques). Objectif : détourner les billets de niveau 0 et de niveau 1, fournir un soutien libre-service 24 heures sur 24, 7 jours sur 7, et améliorer le délai de résolution. Élaboré en partie par SPAC.",GC employees,Employés du GC,Vendor,Fournisseur,Microsoft,In development,En cours de développement,2025,Natural‑language Q&A; guided workflows; knowledge search; ticket triage; escalation to human agent; usage analytics.,Questions et réponses en langage naturel; les flux de travail guidés; recherche de connaissances; le triage des billets; le renvoi à un agent humain; Analyse de l'utilisation.,"Knowledge base articles, IT service catalog, FAQs, internal SOPs; conversational inputs from users; metadata from ticketing system for routing.","Articles de la base de connaissances, catalogue des services de TI, FAQ, procédures opérationnelles normalisées internes; les contributions conversationnelles des utilisateurs; métadonnées du système de billetterie pour l'acheminement.",Y,,,Y,Reduced call volume and resolution times; improved off‑hours support coverage; standardized guidance and self‑serve completion rates.,Réduction du volume d'appels et des délais de résolution; l'amélioration de la couverture du soutien en dehors des heures normales; des taux d'achèvement normalisés des directives et du libre-service.
2526-PSPC-SPAC-007,Human Capital Management – Artificial Intelligence virtual Assistant (AIVA) ,Gestion du capital humain – Assistant virtuel en intelligence artificielle (AIVA) ,Public Services and Procurement Canada / Services publics et Approvisionnement Canada,PSPC Human Capital Management aims to address and eliminate the existing backlog of pay cases by implementing an AI assistant designed to support compensation agents (CA). The primary objective of the AI assistant is to offer advice and necessary information to CAs and support them in expediating case closure. ,La Gestion du capital humain de SPAC vise à traiter et à éliminer l'arriéré existant des cas de paye en mettant en œuvre un assistant d'IA conçu pour aider les agents de rémunération. L'objectif principal de l'assistant IA est d'offrir des conseils et des informations nécessaires aux agents de rémunération et de les aider à accélérer la clôture des dossiers. ,GC employees,Employés du GC,Vendor,Fournisseur,DayForce,In development,En cours de développement,2025,Document classification; OCR; entity extraction; validation against schemas/rules; workflow integration; dashboards.,la classification des documents; Reconnaissance optique de caractères; extraction d'entités; la validation par rapport aux schémas et aux règles; l'intégration du flux de travail; Tableaux de bord.,Compensation case data and reference materials from authorized GC systems (Phoenix and CMT) policy manuals; Standard Operational Processes; historical case notes where permitted. Website for Collective agreements and TBS Policies.,Données sur les cas de rémunération et documents de référence tirés des manuels de politiques des systèmes autorisés du gouvernement du Canada (Phénix et OGC); Processus opérationnels normalisés; des notes de cas historiques lorsque cela est permis. Site Web des conventions collectives et des politiques du SCT.,Y,,,Y,"Shorter case resolution times; fewer hand‑offs; reduced rework; reduced human error, improved consistency and advisor productivity.","Des délais de résolution des cas plus courts; moins de transferts; réduction des retouches; Réduction des erreurs humaines, amélioration de l'uniformité et de la productivité des conseillers."
2526-PSPC-SPAC-008,Receiver General – Fraud Detection (Payments),Receveur général – Détection des fraudes (paiements),Public Services and Procurement Canada / Services publics et Approvisionnement Canada,Detect anomalous or potentially fraudulent payment activity across Receiver General payment streams. Objective: augment existing controls by scoring/ranking transactions and surfacing high‑risk patterns for analyst review.,Détecter les activités de paiement anormales ou potentiellement frauduleuses dans les flux de paiement du receveur général. Objectif : Renforcer les contrôles existants en notant et en classant les opérations et en faisant ressortir les tendances à haut risque aux fins d'examen par les analystes.,GC employees,Employés du GC,Government of Canada,Gouvernement du Canada,,In development,En cours de développement,2025,Anomaly detection; risk scoring; pattern discovery; model monitoring; analyst workbench and alerting; explainability features where feasible.,"Détection d'anomalies; l'évaluation des risques; découverte de motifs; surveillance du modèle; banc d'atelier d'analyste et alertes; les caractéristiques d'explicabilité, dans la mesure du possible.",Receiver General payment metadata and historical transactions (hashed/pseudonymized where applicable); reference datasets and business rules.,"Les métadonnées de paiement du receveur général et l'historique des transactions (hachées ou pseudonymisées, le cas échéant); les ensembles de données de référence et les règles opérationnelles.",Y,,,,Earlier detection of suspicious activity; reduced false negatives; prioritized reviews; improved protection of public funds.,Détection précoce des activités suspectes; réduction du nombre de faux négatifs; examens prioritaires; une meilleure protection des fonds publics.
2526-PSPC-SPAC-009,Enterprise Policy Chatbot,Robot conversationnel de politique d'entreprise,Public Services and Procurement Canada / Services publics et Approvisionnement Canada,"Retrieval‑augmented assistant that answers questions about PSPC and GC policies, standards, and procedures, citing sources. Objective: improve policy findability, provide consistent guidance, and reduce repetitive inquiries to policy teams.","Assistant de récupération augmentée qui répond aux questions sur les politiques, les normes et les procédures de SPAC et du GC, en citant des sources. Objectif : améliorer la trouvabilité des politiques, fournir des conseils cohérents et réduire les demandes répétitives adressées aux équipes chargées des politiques.",GC employees,Employés du GC,Government of Canada,Gouvernement du Canada,,In development,En cours de développement,2025,Natural‑language Q&A; source citation; semantic and keyword search; guardrails and access controls; feedback/flagging.,Questions et réponses en langage naturel; citation de la source; recherche sémantique et par mots-clés; les garde-fous et les contrôles d'accès; rétroaction/signalement.,"Official policy documents, directives, guides, FAQs, and intranet pages stored in GC repositories; vectorized for retrieval.","Documents de politique officiels, directives, guides, FAQ et pages intranet stockés dans les dépôts du GC; vectorisé pour la récupération.",N,,,Y,Faster policy answers with citations; reduced email volume to policy teams; improved compliance through consistent guidance.,Des réponses politiques plus rapides avec des citations; réduction du volume de courriels envoyés aux équipes responsables des politiques; amélioration de la conformité grâce à des directives cohérentes.
2526-RCMP-GRC-001,Spotlight,Spotlight,Royal Canadian Mounted Police / Gendarmerie royale du Canada,"In the context of child  trafficking and exploitation investigations, to help locate and identify exploited children who are publicly advertised on the internet. The platform offers facial recognition technology but this functionality is not currenty being used and has been disabled by the vendor for RCMP users.","Dans le cadre d'enquêtes sur la traite et l'exploitation d'enfants, aider à localiser et à identifier les enfants exploités qui font l'objet d'une publicité publique sur Internet. La plateforme offre une technologie de reconnaissance faciale, mais cette fonctionnalité n'est pas actuellement utilisée et a été désactivée par le fournisseur pour les utilisateurs de la GRC.",GC employees,Employés du GC,Vendor,Fournisseur,Thorn,In production,En production,2016,"Image and object recognition, advanced open text searches ","Reconnaissance d'images et d'objets, recherche avancée en texte libre ",Open  source information,Information de source ouverte,Y,"RCMP PPU 005, RCMP PPU 015 ","GRC PPU 005, GRC PPU 015 ",Y,"Contributes to the location and identification of missing children and individuals, victims of human trafficking and children victims of sexual exploitation. ","Contribue à localiser et à identifier les enfants et les personnes disparus, les victimes de la traite des personnes et les enfants victimes d'exploitation sexuelle. "
2526-RCMP-GRC-002,LASERi-X,LASERi-X,Royal Canadian Mounted Police / Gendarmerie royale du Canada,The LASERi-X tool is designed to assist in the categorization and classification of child sexual exploitation images and videos. ,L'outil LASERi-X est conçu pour faciliter la catégorisation et la classification des images et des vidéos d'exploitation sexuelle des enfants. ,GC employees,Employés du GC,Vendor,Fournisseur,Semantics 21,In production,En production,2017,"Image and object recognition, content categorization (AI  prequalifies images as child exploitation material - human review confirms)","Reconnaissance d'images et d'objets, catégorisation du contenu (l'IA préqualifie les images en tant que matériel d'exploitation d'enfants – l'examen humain le confirme)",Lawfully obtained images,Images obtenues légalement,Y,"RCMP PPU 005, RCMP PPU 015 ","GRC PPU 005, GRC PPU 015 ",N,LASERi-X increases efficiency in safeguarding children and helps protect officers' well-being through reducing unnecessary exposure to distressing content.,LASERi-X augmente l'efficacité de la protection des enfants et aide à protéger le bien-être des agents en réduisant l'exposition inutile à des contenus pénibles.
2526-RCMP-GRC-003,Voice2Text application,Application Voice2Text,Royal Canadian Mounted Police / Gendarmerie royale du Canada,The Voice 2 Text application that utilizes AI engines to assist the transcription and/ or translation of audio files collected during investigation. Developed by RCMP leveraging Open Source OpenAI - Whisper speech reconition models.,L'application Voice 2 Text qui utilise des moteurs d'IA pour faciliter la transcription et/ou la traduction des fichiers audio recueillis au cours de l'enquête. Développé par la GRC en s'appuyant sur les modèles de reconnaissance vocale Open Source OpenAI - Whisper.,GC employees,Employés du GC,Open source,Code source libre,OpenAI,In production,En production,2025,Transcription and translation ,Transcription et traduction ,Lawfully obtained audio recordings,Enregistrements audio obtenus légalement,Y,"RCMP PPU 005, RCMP PPU ,  RCMP PPU 025","GRC PPU 005, GRC PPU , GRC PPU 025",Y,Enhanced efficiency  in complex investigations. The transcribers/translators will review AI transcripts and perform edits. This is less labour and time intensive than transcribing them from scratch. ,Efficacité accrue dans les enquêtes complexes. Les transcripteurs/traducteurs examineront les transcriptions de l'IA et effectueront des modifications. Cela demande moins de travail et de temps que de les transcrire à partir de zéro. 
2526-RCMP-GRC-004,Text to speech,Synthèse vocale,Royal Canadian Mounted Police / Gendarmerie royale du Canada,"The software, Dragon Naturally Speaking, is being used to fulfill accommodation requirements to assist an individual with a disability in the workplace. Specifically, this software offers speech-to-text and text-to-speech functionalities.","Le logiciel, Dragon Naturally Speaking, est utilisé pour répondre aux besoins d'adaptation afin d'aider une personne handicapée en milieu de travail. Plus précisément, ce logiciel offre des fonctionnalités de reconnaissance vocale et de synthèse vocale.",GC employees,Employés du GC,Vendor,Fournisseur,Nuance Communications Inc.,In production,En production,2022,"Speech-to-text, text-to-speech","Synthèse vocale, synthèse vocale",Information communicating by employees in the context of their work ,Information communiquée par les employés dans le cadre de leur travail ,Y,,,N,"Employees are accomodated in accordance with legal and policy requirements. Contributes to building a work environment that is respectful, healthy, and inclusive for all employees.","Les locaux des employés sont respectés conformément aux exigences juridiques et politiques. Contribuer à la création d'un environnement de travail respectueux, sain et inclusif pour tous les employés."
2526-RCMP-GRC-005,Briefcam,Briefcam,Royal Canadian Mounted Police / Gendarmerie royale du Canada,"To assist with searching of RCMP lawfully obtained surveillance video (searches for vehicles, movement, persons in video, etc.). Allows for quick review of lengthy video recordings.If a person of interest is observed in the video, Face Matching - a type of Facial Recognition Technology (FRT) - can help find occurrences of a given face in the video. Face Matching cannot directly identify a person by their face as BriefCam does not connect to any external identification databases.
","Aider à la fouille des vidéos de surveillance obtenues légalement par la GRC (recherches de véhicules, mouvements, personnes filmées, etc.). Permet d'examiner rapidement de longs enregistrements vidéo. Si une personne d'intérêt est observée dans la vidéo, Face Matching – un type de technologie de reconnaissance faciale – peut aider à trouver des occurrences d'un visage donné dans la vidéo. Face Matching ne peut pas identifier directement une personne par son visage, car BriefCam ne se connecte à aucune base de données d'identification externe.",GC employees,Employés du GC,Vendor,Fournisseur,Milestone Systems A/S,In production,En production,2013,"Advanced video analytics,  object  and face recongnition/ matching, Automated License Plate Technology (ALPR)","Analyse vidéo avancée, reconnaissance/appariement d'objets et de visages, technologie des lecteurs automatiques de plaques d'immatriculation (LAPI)",Lawfully obtained video recordings,Enregistrements vidéo obtenus légalement,Y,"RCMP PPU 005, RCMP PPU 015, RCMP PPU 025 ","GRC PPU 005, GRC PPU 015, GRC PPU 025 ",Y,"Important time savings , particularly when a lot of video evidence is involved. By combining BriefCam's use with manual video review, investigations with large amounts of video evidence advance more swiftly.","Gain de temps important, en particulier lorsqu'il y a beaucoup de preuves vidéo. En combinant l'utilisation de BriefCam avec l'examen manuel des vidéos, les enquêtes avec de grandes quantités de vidéos les preuves avancent plus rapidement."
2526-RCMP-GRC-006,MS Copilot ,MS Copilot,Royal Canadian Mounted Police / Gendarmerie royale du Canada,The RCMP is currently proceeding with an MS Copilot Pilot with potential to become enterprise.,La GRC procède actuellement à un projet pilote de MS Copilot ui pourrait déboucher sur une utilisation à l'échelle de l'entreprise.,GC employees,Employés du GC,Vendor,Fournisseur,Microsoft,In development,En cours de développement,,Generative AI productivity assistant,Assistant de productivité d'IA générative,Currently only for unclassified use,"À l'heure actuelle, uniquement pour une utilisation non classifiée",N,,,Y,Time savings and efficiency gains.  ,Gain de temps et d'efficacité.  
2526-RCMP-GRC-007,Polly - Policy Chatbot,Polly - Robot conversationnel sur les politiques,Royal Canadian Mounted Police / Gendarmerie royale du Canada,"Policy chatbot. Polly streamlines access to policy information, allowing employees to quickly find the content they need from official policy manuals. ","Robot conversationnel de politique. Polly simplifie l'accès à l'information sur les politiques, ce qui permet aux employés de trouver rapidement le contenu dont ils ont besoin dans les manuels officiels sur les politiques. ",GC employees,Employés du GC,Other,Autre,Microsoft,In production,En production,2025,Chatbot ,Robot conversationnel,RCMP Policy manuals ,Manuels des politiques de la GRC ,N,,,Y,"Time savings and efficiency, promotes compliance with policies.","Gain de temps et efficacité, favorise le respect des politiques."
2526-RCMP-GRC-008,Traffic Jam,Traffic Jam,Royal Canadian Mounted Police / Gendarmerie royale du Canada,"To aid in locating and identifing exploited individuals for the purpose of human trafficking, missing persons or child sexual exploitation investigations. The platform offers facial recognition technology but this functionality is not currenty being used and has been disabled by the vendor for RCMP users.","Aider à localiser et à identifier les personnes exploitées aux fins d'enquêtes sur la traite de personnes, les personnes disparues ou l'exploitation sexuelle d'enfants. La plateforme offre une technologie de reconnaissance faciale, mais cette fonctionnalité n'est pas actuellement utilisée et a été désactivée par le fournisseur pour les utilisateurs de la GRC.",GC employees,Employés du GC,Vendor,Fournisseur,Marinus Analystics,In production,En production,2016,"Image and object recognition, advanced open text searches ","Reconnaissance d'images et d'objets, recherche avancée en texte libre ",Open  source information,Information de source ouverte,Y,"RCMP PPU 005, RCMP PPU 015 ","GRC PPU 005, GRC PPU 015 ",Y,"Time savings, more efficient investigations that lead to the location and identification of missing children and individuals, victims of human trafficking and children victims of sexual exploitation. ","Gain de temps, enquêtes plus efficaces qui mènent à la localisation et à l'identification d'enfants et de personnes disparus, de victimes de la traite des personnes et d'enfants victimes d'exploitation sexuelle. "
2526-RCMP-GRC-009, Griffeye,Griffeye,Royal Canadian Mounted Police / Gendarmerie royale du Canada,The Griffeye tool is designed to assist in the categorization and classification of child sexual exploitation images and videos. ,L'outil Griffeye est conçu pour faciliter la catégorisation et la classification des images et des vidéos d'exploitation sexuelle des enfants. ,GC employees,Employés du GC,Vendor,Fournisseur,Magnet Forensics,In production,En production,,"Image and object recognition, content categorization (AI  prequalifies images as child exploitation material - human review confirms), face matching","Reconnaissance d'images et d'objets, catégorisation du contenu (l'IA préqualifie les images en tant que matériel d'exploitation d'enfants - l'examen humain le confirme), correspondance des visages",Lawfully obtained images,Images obtenues légalement,Y,"RCMP PPU 005, RCMP PPU 015 and RCMP PPU 201","GRC PPU 005, GRC PPU 015 et GRC PPU 201",Y,"By removing the need to review the exact same horrific media (alredy categorized as child pornography) over and over again, not only AI systems like Griffeye adds efficiency to safeguarding children, it helps protect officers' well-being through unnecessary exposure. Facial matching not currently in use.","En supprimant la nécessité d'examiner exactement les mêmes médias horribles (déjà catégorisés comme de la pornographie juvénile) encore et encore, non seulement les systèmes d'IA comme Griffeye ajoutent efficacité pour la protection des enfants, il aide à protéger le bien-être des agents contre une exposition inutile. La correspondance faciale n'est pas utilisée à l'heure actuelle."
2526-RCMP-GRC-010,EASE - Exercise Architect Suite,EASE – Exercise Architect Suite,Royal Canadian Mounted Police / Gendarmerie royale du Canada,AI powered exercise development tool.,Outil de développement d'exercices alimenté par l'IA.,GC employees,Employés du GC,Vendor,Fournisseur,H2,In production,En production,2025,Training exercise development,Élaboration d'exercices d'instruction,Creates training exercise for police,Crée un exercice de formation pour la police,N,,,Y,Creates detailed and extensive training programs for Policiing operations.,Créer des programmes de formation détaillés et exhaustifs pour les opérations policières.
2526-RCMP-GRC-011,National Cybercrime Solution ,Solution nationale de lutte contre la cybercriminalité ,Royal Canadian Mounted Police / Gendarmerie royale du Canada,"The National Cybercrime Solution (NCS) is managed by the National Cybercrime Coordination Centre (NC3) and the Canadian Anti-Fraud Centre (CAFC). The new centralized solution enables the RCMP to coordinate and deconflict complex cybercrime and fraud cases, and produce comprehensive cybercrime and fraud intelligence packages for law enforcement and security partner organizations in Canada and abroad. Developed in part by the RCMP.","La solution nationale de lutte contre la cybercriminalité est gérée par le Centre national de coordination contre la cybercriminalité (NC3) et le Centre antifraude du Canada. La nouvelle solution centralisée permet à la GRC de coordonner et de régler les cas complexes de cybercriminalité et de fraude, et de produire des trousses complètes de renseignements sur la cybercriminalité et la fraude pour les organismes partenaires d'application de la loi et de sécurité au Canada et à l'étranger. Élaboré en partie par la GRC.",GC employees,Employés du GC,Other ,Autre,"FTI Consulting Inc., Hubstream",In production,En production,2025,"Data categorization, data translation, and entity and pattern recognition, risk assessment  
","Catégorisation des données, traduction des données, reconnaissance des entités et des modèles, évaluation des risques",Partners and public reports,Partenaires et rapports publics,Y,"RCMP PPU 005, RCMP PPU 015, RCMP PPU 025,  National Cybercrime Coordination Centre specific PIB pending TBS registration","GRC PPU 005, GRC PPU 015, GRC PPU 025, FRP spécifique au Centre national de coordination de la lutte contre la cybercriminalité en attente d'enregistrement auprès du SCT",Y,"AI functions to support the  optimization of resources, enhanced triaging of reports and priority assessments. As part of the submission and triage process, machine learning or AI will be used to determine the relative score of a submission with respect to severity, solvability, and priority. AI-based features, such as machine learning and natural language processing capabilities, will also be used to support and enable workflow decisions, such as assessing the categorization of cybercrime and fraud incidents based on defined NCS business rules. 

","Fonctions d'IA pour soutenir l'optimisation des ressources, le triage amélioré des rapports et les évaluations des priorités. Dans le cadre du processus de soumission et de triage, l'apprentissage automatique ou l'IA sera utilisé pour déterminer la note relative d'une soumission en ce qui concerne la gravité, la solvabilité et la priorité. Les fonctionnalités basées sur l'IA, telles que les capacités d'apprentissage automatique et de traitement automatique du langage naturel, seront également utilisées pour soutenir et permettre les décisions relatives au flux de travail, telles que l'évaluation de la catégorisation des incidents de cybercriminalité et de fraude en fonction des règles commerciales définies."
2526-RCMP-GRC-012,DeepL Pro,DeepL Pro,Royal Canadian Mounted Police / Gendarmerie royale du Canada,AI powered translation,Traduction alimentée par l'IA,GC employees,Employés du GC,Vendor,Fournisseur,DeepL ,In production,En production,2020,Automatic translation,Traduction automatique,Only unclassified information,Renseignements non classifiés seulement,N,,,N,"Promotes bilingualism, compliance with official languages requirements.",Favorise le bilinguisme et le respect des exigences en matière de langues officielles. 
